login_id,user_id,timestamp,login_hour,is_new_device,device,device_type,browser,country,is_new_country,location_change,ip_risk_score,failed_login_attempts,time_since_last_login_hrs,login_frequency_per_day,historical_behavior_score,risk_score,risk_level,required_action,is_first_login
L005243,U00209,2026-01-09 06:09:24,7,0,MacBook,MacOS,Safari,IN,0,0,0.12,1,138.19,3.19,0.64,0.088,Low,Allow,0
L005244,U00678,2026-01-09 06:12:06,15,0,Android-Tablet,Android,Firefox,IN,0,1,0.151,0,4.67,2.67,0.698,0.151,Low,Allow,0
L005245,U00332,2026-01-09 06:12:19,20,0,iPad,iOS,Safari,IN,0,0,0.183,0,35.29,5.32,0.886,0.064,Low,Allow,0
L005246,U00685,2026-01-09 06:13:31,8,0,Windows-Laptop,Windows,Chrome,RU,1,1,0.104,0,97.97,2.2,0.797,0.2821,Medium,OTP,0
L005247,U00456,2026-01-09 06:16:10,18,0,Android-Tablet,Android,Chrome,IN,0,0,0.453,0,11.2,4.4,0.895,0.1355,Low,Allow,0
L005248,U00295,2026-01-09 06:16:22,22,0,Windows-Laptop,Windows,Chrome,IN,0,1,0.124,0,30.17,1.5,0.83,0.1331,Low,Allow,0
L005249,U00662,2026-01-09 06:18:01,21,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.159,0,0.0,5.78,0.5,0.1124,Low,Allow,1
L005250,U00016,2026-01-09 06:20:54,21,0,Windows-Laptop,Windows,Chrome,SG,0,0,0.216,0,12.02,2.87,0.831,0.0997,Low,Allow,0
L005251,U00330,2026-01-09 06:35:32,12,0,Android-Phone,Android,Firefox,IN,0,0,0.01,0,1.81,2.49,0.905,0.0764,Low,Allow,0
L005252,U00522,2026-01-09 06:37:56,22,0,Android-Tablet,Android,Chrome,CA,0,1,0.044,1,27.79,3.98,0.765,0.1759,Low,Allow,0
L005253,U00562,2026-01-09 06:39:37,12,0,Linux-Laptop,Linux,Firefox,GB,1,1,0.257,1,2.69,2.65,0.857,0.266,Medium,OTP,0
L005254,U00654,2026-01-09 06:41:03,8,0,MacBook,MacOS,Safari,IN,0,1,0.193,1,15.9,1.71,0.739,0.1333,Low,Allow,0
L005255,U00204,2026-01-09 06:41:08,18,0,Linux-Laptop,Linux,Firefox,US,0,1,0.489,1,11.79,4.1,0.868,0.1915,Low,Allow,0
L005256,U00089,2026-01-09 06:41:17,7,1,MacBook,MacOS,Safari,AU,0,0,0.058,0,60.65,0.91,0.6,0.2097,Low,Allow,0
L005257,U00055,2026-01-09 06:41:30,19,0,Windows-Laptop,Windows,Edge,CA,0,0,0.355,0,15.56,5.4,0.769,0.1218,Low,Allow,0
L005258,U00035,2026-01-09 06:45:57,10,0,iPad,iOS,Safari,IN,0,0,0.06,0,4.74,7.08,0.847,0.0702,Low,Allow,0
L005259,U00588,2026-01-09 06:48:34,18,0,iPhone,iOS,Safari,GB,0,0,0.249,2,23.32,7.08,0.846,0.1475,Low,Allow,0
L005260,U00123,2026-01-09 06:48:35,19,0,iPad,iOS,Chrome,AE,0,0,0.029,0,5.74,11.29,0.879,0.0201,Low,Allow,0
L005261,U00141,2026-01-09 06:49:51,16,0,Android-Tablet,Android,Chrome,IN,0,0,0.228,0,8.3,3.46,0.868,0.0757,Low,Allow,0
L005262,U00488,2026-01-09 06:51:49,15,0,Android-Tablet,Android,Chrome,IN,0,0,0.018,1,34.72,1.11,0.853,0.0549,Low,Allow,0
L005263,U00716,2026-01-09 06:51:59,7,0,Android-Phone,Android,Chrome,IN,0,0,0.363,0,7.49,3.15,0.758,0.1268,Low,Allow,0
L005264,U00271,2026-01-09 06:58:35,17,0,Windows-Laptop,Windows,Chrome,DE,1,1,0.265,1,10.09,4.41,0.886,0.2951,Medium,OTP,0
L005265,U00608,2026-01-09 07:01:20,13,0,Linux-Laptop,Linux,Firefox,AE,0,1,0.037,0,8.82,13.18,0.768,0.1159,Low,Allow,0
L005266,U00759,2026-01-09 07:02:28,12,0,Android-Tablet,Android,Firefox,IN,0,0,0.561,1,15.86,3.11,0.852,0.2005,Low,Allow,0
L005267,U00587,2026-01-09 07:04:07,11,0,iPhone,iOS,Chrome,GB,0,0,0.313,0,2.82,1.86,0.906,0.1434,Low,Allow,0
L005268,U00613,2026-01-09 07:04:13,9,0,MacBook,MacOS,Chrome,JP,0,1,0.239,0,8.83,11.56,0.836,0.1682,Low,Allow,0
L005269,U00224,2026-01-09 07:05:34,7,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.192,0,21.48,1.33,0.888,0.0532,Low,Allow,0
L005270,U00220,2026-01-09 07:07:45,17,1,iPhone,iOS,Chrome,US,0,0,0.336,0,17.71,5.18,0.777,0.2712,Medium,OTP,0
L005271,U00036,2026-01-09 07:08:05,15,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.043,0,46.93,0.93,0.813,0.0022,Low,Allow,0
L005272,U00322,2026-01-09 07:10:17,10,0,MacBook,MacOS,Firefox,GB,0,0,0.032,0,16.62,2.24,0.826,0.054,Low,Allow,0
L005273,U00439,2026-01-09 07:11:39,7,0,iPad,iOS,Safari,IN,0,0,0.097,2,2.11,3.42,0.861,0.1255,Low,Allow,0
L005274,U00214,2026-01-09 07:12:34,7,0,MacBook,MacOS,Safari,AE,0,1,0.205,0,128.89,3.68,0.811,0.1862,Low,Allow,0
L005275,U00799,2026-01-09 07:13:32,12,0,iPhone,iOS,Chrome,JP,1,1,0.087,0,56.28,1.27,0.885,0.2473,Low,Allow,0
L005276,U00303,2026-01-09 07:14:22,10,0,MacBook,MacOS,Safari,CA,0,0,0.088,0,85.43,6.09,0.829,0.1141,Low,Allow,0
L005277,U00165,2026-01-09 07:16:09,20,0,Android-Phone,Android,Chrome,AU,0,1,0.274,1,21.92,2.02,0.84,0.1852,Low,Allow,0
L005278,U00486,2026-01-09 07:16:40,12,0,iPhone,iOS,Chrome,AE,0,1,0.101,0,7.93,2.56,0.804,0.0978,Low,Allow,0
L005279,U00009,2026-01-09 07:21:57,13,0,iPhone,iOS,Chrome,CA,0,1,0.167,0,47.75,3.26,0.704,0.1422,Low,Allow,0
L005280,U00365,2026-01-09 07:24:02,10,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.256,0,9.9,2.05,0.935,0.0784,Low,Allow,0
L005281,U00611,2026-01-09 07:25:09,18,0,iPad,iOS,Chrome,IN,0,0,0.028,1,9.83,2.09,0.744,0.0633,Low,Allow,0
L005282,U00215,2026-01-09 07:25:35,12,0,iPad,iOS,Safari,CA,0,0,0.066,3,21.77,2.12,0.823,0.0888,Low,Allow,0
L005283,U00339,2026-01-09 07:25:40,19,0,iPhone,iOS,Safari,US,0,0,0.093,0,4.81,2.82,0.805,0.0167,Low,Allow,0
L005284,U00751,2026-01-09 07:27:55,21,0,Android-Phone,Android,Chrome,IN,0,0,0.121,1,114.6,1.95,0.858,0.1298,Low,Allow,0
L005285,U00371,2026-01-09 07:32:37,11,0,MacBook,MacOS,Chrome,US,0,0,0.016,1,54.51,4.42,0.754,0.0501,Low,Allow,0
L005286,U00749,2026-01-09 07:32:58,14,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.121,0,17.54,1.23,0.746,0.0748,Low,Allow,0
L005287,U00566,2026-01-09 07:33:01,10,0,Android-Tablet,Android,Chrome,GB,0,0,0.126,0,102.33,2.72,0.901,0.0303,Low,Allow,0
L005288,U00403,2026-01-09 07:35:05,4,0,Android-Phone,Android,Chrome,NL,1,1,0.117,1,37.76,1.46,0.838,0.2798,Medium,OTP,0
L005289,U00774,2026-01-09 07:43:56,21,0,MacBook,MacOS,Chrome,DE,0,0,0.14,3,10.49,2.25,0.847,0.1422,Low,Allow,0
L005290,U00057,2026-01-09 07:45:21,15,0,Linux-Laptop,Linux,Chrome,AU,0,0,0.055,0,12.68,2.28,0.808,0.0695,Low,Allow,0
L005291,U00506,2026-01-09 07:46:22,9,0,Android-Tablet,Android,Firefox,AE,0,0,0.43,0,10.64,5.69,0.631,0.1277,Low,Allow,0
L005292,U00255,2026-01-09 07:47:34,5,0,Android-Tablet,Android,Chrome,IN,0,0,0.069,0,9.96,3.97,0.851,0.064,Low,Allow,0
L005293,U00788,2026-01-09 07:47:36,23,0,MacBook,MacOS,Safari,IN,0,0,0.182,1,17.96,7.11,0.856,0.115,Low,Allow,0
L005294,U00374,2026-01-09 07:48:28,9,1,Android-Tablet,Android,Firefox,IN,0,0,0.318,1,55.85,3.79,0.739,0.2469,Low,Allow,0
L005295,U00229,2026-01-09 07:53:58,21,0,Windows-Laptop,Windows,Edge,IN,0,0,0.087,0,11.3,2.29,0.768,0.0778,Low,Allow,0
L005296,U00200,2026-01-09 07:54:06,11,1,iPad,iOS,Chrome,GB,0,0,0.068,0,16.98,4.58,0.842,0.14,Low,Allow,0
L005297,U00541,2026-01-09 07:58:40,14,0,iPad,iOS,Safari,IN,0,0,0.023,1,18.37,2.59,0.866,0.0273,Low,Allow,0
L005298,U00031,2026-01-09 07:59:03,8,0,iPad,iOS,Chrome,US,0,0,0.137,0,123.98,0.94,0.732,0.0746,Low,Allow,0
L005299,U00557,2026-01-09 08:00:29,14,0,Android-Tablet,Android,Chrome,IN,0,0,0.254,1,27.84,1.34,0.749,0.1347,Low,Allow,0
L005300,U00377,2026-01-09 08:02:22,18,0,Android-Phone,Android,Firefox,AU,0,0,0.042,0,35.38,2.04,0.884,0.0401,Low,Allow,0
L005301,U00011,2026-01-09 08:04:25,13,0,iPhone,iOS,Safari,IN,0,0,0.155,0,5.04,1.71,0.639,0.066,Low,Allow,0
L005302,U00093,2026-01-09 08:04:54,21,0,Windows-Laptop,Windows,Chrome,NL,0,0,0.12,0,15.71,2.49,0.711,0.0448,Low,Allow,0
L005303,U00738,2026-01-09 08:05:40,13,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.029,0,11.12,1.33,0.893,0.0076,Low,Allow,0
L005304,U00464,2026-01-09 08:06:20,14,0,Android-Tablet,Android,Chrome,AE,0,0,0.225,0,27.06,2.9,0.846,0.0991,Low,Allow,0
L005305,U00728,2026-01-09 08:07:46,4,0,iPhone,iOS,Chrome,GB,0,0,0.029,0,13.23,0.82,0.843,0.0306,Low,Allow,0
L005306,U00641,2026-01-09 08:15:56,12,0,Windows-Laptop,Windows,Edge,AE,0,0,0.08,0,35.69,4.88,0.866,0.048,Low,Allow,0
L005307,U00697,2026-01-09 08:18:07,12,1,iPhone,iOS,Safari,FR,1,1,0.854,1,11.73,1.43,0.797,0.8131,Critical,Block/ManualReview,0
L005308,U00063,2026-01-09 08:19:13,10,0,iPad,iOS,Safari,DE,0,0,0.108,1,9.1,5.21,0.851,0.0329,Low,Allow,0
L005309,U00677,2026-01-09 08:19:21,14,0,iPad,iOS,Chrome,GB,0,0,0.094,1,12.21,2.47,0.599,0.0932,Low,Allow,0
L005310,U00614,2026-01-09 08:24:56,18,0,iPhone,iOS,Safari,IN,0,0,0.097,0,69.71,2.11,0.835,0.0504,Low,Allow,0
L005311,U00679,2026-01-09 08:26:40,19,0,Android-Tablet,Android,Firefox,GB,0,0,0.037,0,16.99,1.16,0.747,0.0523,Low,Allow,0
L005312,U00741,2026-01-09 08:29:33,12,0,iPad,iOS,Chrome,IN,0,0,0.068,2,12.61,5.63,0.866,0.0781,Low,Allow,0
L005313,U00340,2026-01-09 08:31:57,8,0,iPhone,iOS,Safari,IN,0,0,0.364,2,5.68,3.63,0.889,0.147,Low,Allow,0
L005314,U00714,2026-01-09 08:34:08,8,0,Windows-Laptop,Windows,Chrome,AU,1,1,0.235,2,32.19,2.46,0.83,0.3205,Medium,OTP,0
L005315,U00662,2026-01-09 08:35:19,21,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.057,0,2.29,4.08,0.612,0.0748,Low,Allow,0
L005316,U00039,2026-01-09 08:35:27,5,0,Android-Tablet,Android,Chrome,IN,0,0,0.118,0,8.52,3.07,0.734,0.0884,Low,Allow,0
L005317,U00077,2026-01-09 08:36:26,7,0,iPad,iOS,Safari,AE,0,0,0.037,0,75.96,2.64,0.772,0.065,Low,Allow,0
L005318,U00347,2026-01-09 08:36:50,21,0,Windows-Laptop,Windows,Firefox,US,0,0,0.139,0,29.03,2.08,0.765,0.0602,Low,Allow,0
L005319,U00091,2026-01-09 08:39:02,1,0,Linux-Laptop,Linux,Firefox,DE,0,0,0.651,2,13.71,9.66,0.892,0.3466,Medium,OTP,0
L005320,U00631,2026-01-09 08:39:59,20,0,iPhone,iOS,Chrome,IN,0,1,0.182,0,13.8,2.28,0.812,0.1291,Low,Allow,0
L005321,U00638,2026-01-09 08:42:53,12,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.235,0,16.98,1.39,0.768,0.0778,Low,Allow,0
L005322,U00660,2026-01-09 08:43:17,7,0,iPad,iOS,Safari,AE,0,0,0.073,1,34.83,1.99,0.806,0.1037,Low,Allow,0
L005323,U00194,2026-01-09 08:45:55,14,0,iPad,iOS,Safari,US,0,0,0.089,2,54.38,1.47,0.781,0.1067,Low,Allow,0
L005324,U00519,2026-01-09 08:47:45,16,0,iPad,iOS,Chrome,US,0,0,0.078,0,18.76,1.24,0.866,0.0101,Low,Allow,0
L005325,U00056,2026-01-09 08:51:28,16,0,iPad,iOS,Safari,DE,0,0,0.058,0,15.73,4.89,0.687,0.034,Low,Allow,0
L005326,U00067,2026-01-09 08:56:05,12,0,iPad,iOS,Safari,NG,1,1,0.058,0,26.57,2.65,0.818,0.2293,Low,Allow,0
L005327,U00207,2026-01-09 08:58:03,7,0,MacBook,MacOS,Chrome,IN,0,0,0.151,0,24.17,1.41,0.755,0.1059,Low,Allow,0
L005328,U00740,2026-01-09 08:59:21,14,0,iPad,iOS,Chrome,US,0,1,0.073,0,4.34,1.19,0.636,0.1209,Low,Allow,0
L005329,U00143,2026-01-09 09:00:07,16,0,Windows-Laptop,Windows,Edge,NG,0,1,0.047,0,51.79,2.33,0.851,0.1195,Low,Allow,0
L005330,U00160,2026-01-09 09:04:02,15,0,Windows-Laptop,Windows,Chrome,AE,0,0,0.068,0,78.14,1.85,0.874,0.0625,Low,Allow,0
L005331,U00120,2026-01-09 09:04:40,16,0,MacBook,MacOS,Chrome,IN,0,0,0.1,0,25.67,1.85,0.847,0.0869,Low,Allow,0
L005332,U00392,2026-01-09 09:06:01,18,0,Android-Tablet,Android,Chrome,IN,0,0,0.118,0,15.17,4.69,0.886,0.0576,Low,Allow,0
L005333,U00617,2026-01-09 09:12:29,5,0,Windows-Laptop,Windows,Firefox,IN,0,0,0.122,0,38.76,6.91,0.861,0.1781,Low,Allow,0
L005334,U00696,2026-01-09 09:12:50,3,0,iPhone,iOS,Chrome,IN,0,0,0.919,0,14.69,1.76,0.743,0.3303,Medium,OTP,0
L005335,U00349,2026-01-09 09:12:56,16,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.018,1,20.11,5.56,0.8,0.0754,Low,Allow,0
L005336,U00292,2026-01-09 09:13:51,1,0,MacBook,MacOS,Firefox,DE,0,0,0.138,2,6.56,2.5,0.869,0.1497,Low,Allow,0
L005337,U00686,2026-01-09 09:17:55,17,0,MacBook,MacOS,Chrome,IN,0,0,0.097,3,40.04,5.96,0.671,0.1706,Low,Allow,0
L005338,U00717,2026-01-09 09:19:32,15,0,iPad,iOS,Chrome,IN,0,0,0.127,0,18.34,2.83,0.866,0.0683,Low,Allow,0
L005339,U00458,2026-01-09 09:20:25,11,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.05,0,4.09,2.14,0.836,0.0381,Low,Allow,0
L005340,U00709,2026-01-09 09:26:47,17,0,Windows-Laptop,Windows,Edge,IN,0,0,0.142,1,11.94,1.12,0.756,0.1184,Low,Allow,0
L005341,U00501,2026-01-09 09:29:04,15,0,Android-Phone,Android,Chrome,IN,0,0,0.076,0,50.08,2.1,0.79,0.112,Low,Allow,0
L005342,U00297,2026-01-09 09:30:06,9,0,iPhone,iOS,Chrome,US,0,0,0.328,0,95.62,1.76,0.57,0.1276,Low,Allow,0
L005343,U00726,2026-01-09 09:32:16,14,0,Android-Tablet,Android,Chrome,IN,0,0,0.069,2,7.78,1.37,0.871,0.1117,Low,Allow,0
L005344,U00325,2026-01-09 09:32:59,14,0,Android-Tablet,Android,Firefox,IN,0,0,0.155,2,61.61,2.78,0.856,0.1572,Low,Allow,0
L005345,U00535,2026-01-09 09:35:50,15,0,Linux-Laptop,Linux,Chrome,US,0,0,0.089,1,4.07,3.02,0.773,0.0361,Low,Allow,0
L005346,U00565,2026-01-09 09:39:03,13,0,Android-Phone,Android,Firefox,SG,0,0,0.334,0,3.59,3.36,0.87,0.1195,Low,Allow,0
L005347,U00091,2026-01-09 09:40:40,16,0,Linux-Laptop,Linux,Firefox,DE,0,0,0.09,0,1.03,1.19,0.867,0.0476,Low,Allow,0
L005348,U00323,2026-01-09 09:41:59,8,0,iPhone,iOS,Chrome,IN,0,0,0.199,1,7.76,3.31,0.721,0.1682,Low,Allow,0
L005349,U00674,2026-01-09 09:54:56,18,0,iPhone,iOS,Safari,US,0,0,0.167,0,9.73,6.19,0.819,0.0627,Low,Allow,0
L005350,U00554,2026-01-09 09:54:57,12,0,iPhone,iOS,Safari,IN,0,0,0.242,1,68.75,3.69,0.829,0.1478,Low,Allow,0
L005351,U00301,2026-01-09 10:02:27,19,0,Windows-Laptop,Windows,Chrome,AE,0,0,0.112,0,36.1,1.79,0.79,0.0533,Low,Allow,0
L005352,U00684,2026-01-09 10:04:56,9,0,iPhone,iOS,Safari,IN,0,0,0.06,2,53.15,1.56,0.828,0.1051,Low,Allow,0
L005353,U00168,2026-01-09 10:07:58,19,0,Android-Phone,Android,Firefox,IN,0,0,0.125,0,20.83,1.64,0.819,0.0821,Low,Allow,0
L005354,U00336,2026-01-09 10:12:01,10,0,Windows-Laptop,Windows,Chrome,DE,0,0,0.107,0,5.18,4.39,0.869,0.041,Low,Allow,0
L005355,U00730,2026-01-09 10:12:11,15,0,iPhone,iOS,Safari,DE,0,0,0.054,0,17.44,5.16,0.815,0.0432,Low,Allow,0
L005356,U00018,2026-01-09 10:12:12,19,0,MacBook,MacOS,Chrome,IN,0,0,0.054,0,35.83,4.19,0.838,0.0691,Low,Allow,0
L005357,U00213,2026-01-09 10:17:17,15,0,Android-Phone,Android,Firefox,IN,0,0,0.793,6,5.92,4.65,0.826,0.3643,Medium,OTP,0
L005358,U00766,2026-01-09 10:17:44,23,0,Linux-Laptop,Linux,Chrome,AU,0,0,0.094,0,20.11,1.51,0.764,0.0661,Low,Allow,0
L005359,U00512,2026-01-09 10:19:04,8,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.236,4,133.24,2.32,0.791,0.2258,Low,Allow,0
L005360,U00434,2026-01-09 10:20:49,15,0,iPad,iOS,Chrome,IN,0,0,0.101,0,51.43,0.86,0.863,0.0481,Low,Allow,0
L005361,U00195,2026-01-09 10:29:05,19,0,Windows-Laptop,Windows,Chrome,AE,0,1,0.01,0,13.31,2.4,0.849,0.1168,Low,Allow,0
L005362,U00427,2026-01-09 10:33:25,8,0,iPhone,iOS,Chrome,IN,0,0,0.19,0,6.97,3.41,0.843,0.0727,Low,Allow,0
L005363,U00098,2026-01-09 10:41:04,15,0,MacBook,MacOS,Firefox,IN,0,0,0.299,3,10.61,3.06,0.758,0.1926,Low,Allow,0
L005364,U00296,2026-01-09 10:42:15,15,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.418,2,25.52,1.38,0.825,0.1548,Low,Allow,0
L005365,U00683,2026-01-09 10:45:26,19,0,Windows-Laptop,Windows,Firefox,IN,0,0,0.069,0,12.22,2.7,0.852,0.035,Low,Allow,0
L005366,U00354,2026-01-09 10:45:47,8,0,iPhone,iOS,Safari,IN,0,0,0.051,0,36.28,2.97,0.82,0.0245,Low,Allow,0
L005367,U00641,2026-01-09 10:49:50,23,1,iPhone,iOS,Safari,AE,0,0,0.164,0,2.56,2.31,0.877,0.2842,Medium,OTP,0
L005368,U00754,2026-01-09 10:51:07,17,1,Android-Tablet,Android,Chrome,US,0,0,0.229,1,105.2,3.4,0.849,0.2846,Medium,OTP,0
L005369,U00245,2026-01-09 10:59:53,11,0,Android-Phone,Android,Chrome,IN,0,0,0.185,1,5.25,1.63,0.795,0.098,Low,Allow,0
L005370,U00492,2026-01-09 11:09:34,23,0,Windows-Laptop,Windows,Edge,US,0,0,0.008,1,20.02,7.48,0.863,0.1281,Low,Allow,0
L005371,U00315,2026-01-09 11:12:26,8,0,iPad,iOS,Chrome,IN,0,0,0.06,1,5.37,4.74,0.779,0.0808,Low,Allow,0
L005372,U00162,2026-01-09 11:16:01,18,0,MacBook,MacOS,Firefox,IN,0,0,0.018,0,13.67,10.66,0.753,0.0865,Low,Allow,0
L005373,U00456,2026-01-09 11:20:02,16,0,Android-Tablet,Android,Firefox,IN,0,0,0.236,0,5.06,4.49,0.89,0.084,Low,Allow,0
L005374,U00112,2026-01-09 11:35:38,13,0,Android-Phone,Android,Firefox,IN,0,0,0.233,1,28.47,1.15,0.828,0.0805,Low,Allow,0
L005375,U00121,2026-01-09 11:36:14,18,0,Android-Phone,Android,Firefox,CA,0,0,0.153,0,39.56,5.68,0.815,0.067,Low,Allow,0
L005376,U00085,2026-01-09 11:38:05,18,0,Linux-Laptop,Linux,Firefox,US,0,1,0.337,0,45.92,3.38,0.89,0.1603,Low,Allow,0
L005377,U00414,2026-01-09 11:43:44,14,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.373,1,30.69,3.95,0.633,0.145,Low,Allow,0
L005378,U00407,2026-01-09 11:47:31,6,0,iPhone,iOS,Safari,IN,0,0,0.31,1,22.73,1.02,0.783,0.1353,Low,Allow,0
L005379,U00693,2026-01-09 11:49:28,9,0,iPhone,iOS,Safari,IN,0,0,0.023,2,16.7,0.73,0.896,0.0833,Low,Allow,0
L005380,U00676,2026-01-09 11:50:16,23,0,Android-Tablet,Android,Chrome,DE,0,0,0.389,0,6.51,12.45,0.885,0.2793,Medium,OTP,0
L005381,U00573,2026-01-09 11:50:22,13,0,iPhone,iOS,Chrome,GB,0,0,0.165,2,25.75,2.74,0.821,0.0919,Low,Allow,0
L005382,U00229,2026-01-09 11:53:25,18,0,iPhone,iOS,Safari,AU,1,1,0.209,2,3.99,1.98,0.793,0.3115,Medium,OTP,0
L005383,U00448,2026-01-09 11:55:29,10,0,Windows-Laptop,Windows,Edge,DE,0,0,0.292,0,10.53,0.87,0.858,0.0726,Low,Allow,0
L005384,U00158,2026-01-09 11:57:23,17,0,Android-Tablet,Android,Chrome,DE,0,1,0.261,0,14.42,1.59,0.82,0.1325,Low,Allow,0
L005385,U00322,2026-01-09 11:58:06,6,0,MacBook,MacOS,Firefox,GB,0,0,0.058,0,4.8,1.44,0.836,0.0758,Low,Allow,0
L005386,U00380,2026-01-09 12:01:05,10,0,iPhone,iOS,Safari,DE,0,0,0.114,0,39.98,5.38,0.848,0.0525,Low,Allow,0
L005387,U00113,2026-01-09 12:02:04,18,0,iPhone,iOS,Safari,GB,0,0,0.032,0,67.72,1.66,0.759,0.0729,Low,Allow,0
L005388,U00800,2026-01-09 12:06:33,23,0,MacBook,MacOS,Chrome,CA,0,0,0.255,0,15.77,1.99,0.843,0.0691,Low,Allow,0
L005389,U00011,2026-01-09 12:07:20,11,0,iPhone,iOS,Chrome,IN,0,0,0.391,0,4.05,1.69,0.677,0.0877,Low,Allow,0
L005390,U00757,2026-01-09 12:08:15,8,0,Linux-Laptop,Linux,Firefox,CA,1,1,0.047,0,103.79,1.43,0.871,0.2651,Medium,OTP,0
L005391,U00481,2026-01-09 12:08:39,11,0,Android-Phone,Android,Firefox,DE,0,0,0.041,1,36.9,3.28,0.835,0.0753,Low,Allow,0
L005392,U00136,2026-01-09 12:09:02,10,0,iPad,iOS,Safari,AE,0,1,0.043,1,15.87,1.04,0.82,0.1041,Low,Allow,0
L005393,U00744,2026-01-09 12:11:05,18,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.197,1,20.73,0.92,0.724,0.1038,Low,Allow,0
L005394,U00385,2026-01-09 12:11:53,16,0,Windows-Laptop,Windows,Edge,IN,0,1,0.022,4,25.33,4.88,0.812,0.2486,Low,Allow,0
L005395,U00760,2026-01-09 12:19:23,13,0,Windows-Laptop,Windows,Edge,SG,1,1,0.042,0,11.81,2.67,0.883,0.2358,Low,Allow,0
L005396,U00579,2026-01-09 12:20:51,13,1,Android-Phone,Android,Chrome,IN,0,1,0.102,1,29.01,3.01,0.746,0.2703,Medium,OTP,0
L005397,U00692,2026-01-09 12:24:01,21,0,Android-Tablet,Android,Chrome,AE,0,0,0.162,2,96.03,2.17,0.861,0.1298,Low,Allow,0
L005398,U00149,2026-01-09 12:25:36,20,0,Linux-Laptop,Linux,Firefox,SG,0,0,0.029,1,19.34,2.97,0.749,0.0635,Low,Allow,0
L005399,U00581,2026-01-09 12:26:38,12,0,Windows-Laptop,Windows,Edge,US,0,0,0.211,0,7.39,0.75,0.851,0.0732,Low,Allow,0
L005400,U00239,2026-01-09 12:27:52,16,0,Android-Tablet,Android,Chrome,CA,0,0,0.286,1,6.63,3.74,0.876,0.1066,Low,Allow,0
L005401,U00721,2026-01-09 12:28:26,16,0,iPhone,iOS,Safari,IN,0,0,0.529,0,26.7,4.02,0.798,0.1408,Low,Allow,0
L005402,U00189,2026-01-09 12:29:25,17,0,MacBook,MacOS,Firefox,AU,0,0,0.146,1,42.03,3.32,0.748,0.1155,Low,Allow,0
L005403,U00338,2026-01-09 12:34:09,11,0,iPhone,iOS,Chrome,IN,0,0,0.085,1,21.24,1.18,0.846,0.0404,Low,Allow,0
L005404,U00308,2026-01-09 12:38:38,14,0,iPad,iOS,Safari,AU,0,0,0.159,0,16.62,5.41,0.81,0.1025,Low,Allow,0
L005405,U00383,2026-01-09 12:39:18,10,0,Android-Phone,Android,Chrome,IN,0,0,0.082,1,12.63,1.29,0.84,0.063,Low,Allow,0
L005406,U00020,2026-01-09 12:45:15,19,0,MacBook,MacOS,Safari,DE,1,1,0.102,4,34.34,3.2,0.8,0.4682,Medium,OTP,0
L005407,U00506,2026-01-09 12:53:42,7,0,Android-Tablet,Android,Firefox,AE,0,0,0.048,2,5.12,8.73,0.66,0.1443,Low,Allow,0
L005408,U00525,2026-01-09 12:53:57,10,0,MacBook,MacOS,Firefox,IN,0,0,0.077,1,25.63,1.71,0.809,0.1239,Low,Allow,0
L005409,U00787,2026-01-09 12:55:03,17,0,iPhone,iOS,Safari,IN,0,0,0.308,0,16.01,3.19,0.906,0.0967,Low,Allow,0
L005410,U00313,2026-01-09 12:57:10,13,0,iPad,iOS,Safari,IN,0,0,0.162,0,17.87,2.7,0.82,0.0837,Low,Allow,0
L005411,U00354,2026-01-09 12:57:21,10,0,iPhone,iOS,Safari,IN,0,0,0.162,0,2.19,0.95,0.839,0.0773,Low,Allow,0
L005412,U00630,2026-01-09 12:58:05,1,0,Linux-Laptop,Linux,Firefox,SG,0,0,0.028,4,16.92,10.79,0.769,0.3,Medium,OTP,0
L005413,U00249,2026-01-09 13:02:17,19,0,Windows-Laptop,Windows,Chrome,US,0,1,0.123,1,8.67,2.94,0.846,0.1476,Low,Allow,0
L005414,U00458,2026-01-09 13:02:53,10,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.138,0,3.71,2.31,0.858,0.0294,Low,Allow,0
L005415,U00613,2026-01-09 13:04:41,11,0,iPhone,iOS,Safari,JP,0,0,0.168,0,6.01,3.93,0.835,0.0761,Low,Allow,0
L005416,U00484,2026-01-09 13:05:10,22,0,MacBook,MacOS,Chrome,IN,0,0,0.193,1,22.2,1.79,0.842,0.1158,Low,Allow,0
L005417,U00334,2026-01-09 13:05:15,16,0,iPhone,iOS,Safari,IN,0,0,0.117,1,18.71,6.17,0.826,0.0754,Low,Allow,0
